"Default","duration","amount","installment","age","history","purpose","foreign","rent"
0,24,2924,3,63,"poor","usedcar","foreign","FALSE"
1,24,1659,4,29,"poor","goods/repair","foreign","TRUE"
0,48,7238,3,32,"poor","goods/repair","foreign","FALSE"
0,33,2764,2,26,"poor","biz","foreign","FALSE"
0,24,4679,3,35,"poor","usedcar","foreign","FALSE"
1,24,3092,3,22,"poor","goods/repair","foreign","TRUE"
1,6,448,4,23,"poor","edu","foreign","FALSE"
1,9,654,4,28,"poor","newcar","foreign","FALSE"
0,6,1238,4,36,"poor","edu","foreign","FALSE"
1,18,1245,4,33,"terrible","goods/repair","foreign","FALSE"
1,18,3114,1,26,"good","goods/repair","foreign","TRUE"
0,39,2569,4,24,"poor","usedcar","foreign","FALSE"
0,24,5152,4,25,"poor","goods/repair","foreign","FALSE"
0,12,1037,3,39,"poor","biz","foreign","FALSE"
0,15,1478,4,44,"terrible","goods/repair","foreign","FALSE"
0,12,3573,1,23,"terrible","goods/repair","foreign","FALSE"
0,24,1201,4,26,"poor","newcar","foreign","FALSE"
0,30,3622,4,57,"poor","goods/repair","foreign","TRUE"
0,15,960,3,30,"poor","goods/repair","foreign","FALSE"
0,12,1163,4,44,"terrible","newcar","foreign","FALSE"
1,6,1209,4,47,"poor","newcar","foreign","FALSE"
0,12,3077,2,52,"poor","goods/repair","foreign","FALSE"
0,24,3757,4,62,"poor","newcar","foreign","FALSE"
0,10,1418,3,35,"poor","newcar","german","TRUE"
0,6,3518,2,26,"poor","newcar","foreign","TRUE"
0,12,1934,2,26,"terrible","goods/repair","foreign","FALSE"
1,27,8318,2,42,"good","biz","foreign","FALSE"
0,6,1237,1,27,"terrible","goods/repair","foreign","FALSE"
0,6,368,4,38,"poor","goods/repair","foreign","FALSE"
0,12,2122,3,39,"terrible","newcar","german","TRUE"
1,24,2996,2,20,"poor","goods/repair","foreign","FALSE"
1,36,9034,4,29,"poor","goods/repair","foreign","TRUE"
0,24,1585,4,40,"terrible","goods/repair","foreign","FALSE"
0,18,1301,4,32,"poor","goods/repair","foreign","FALSE"
0,6,1323,2,28,"terrible","newcar","foreign","FALSE"
1,24,3123,4,27,"poor","newcar","foreign","FALSE"
0,36,5493,2,42,"poor","usedcar","foreign","FALSE"
0,9,1126,2,49,"poor","goods/repair","foreign","FALSE"
1,24,1216,4,38,"terrible","goods/repair","foreign","FALSE"
1,24,1207,4,24,"poor","newcar","foreign","TRUE"
1,10,1309,4,27,"poor","newcar","foreign","FALSE"
0,15,2360,2,36,"terrible","usedcar","foreign","FALSE"
1,15,6850,1,34,"good","newcar","foreign","FALSE"
0,24,1413,4,28,"poor","goods/repair","foreign","FALSE"
0,39,8588,4,45,"poor","usedcar","foreign","FALSE"
1,12,759,4,26,"poor","newcar","foreign","FALSE"
0,36,4686,2,32,"poor","usedcar","foreign","FALSE"
0,15,2687,2,26,"poor","biz","foreign","TRUE"
0,12,585,4,20,"poor","goods/repair","foreign","TRUE"
0,24,2255,4,54,"poor","newcar","foreign","FALSE"
0,6,609,4,37,"terrible","newcar","german","FALSE"
0,6,1361,2,40,"terrible","newcar","german","FALSE"
1,36,7127,2,23,"terrible","goods/repair","foreign","TRUE"
0,6,1203,3,43,"poor","newcar","foreign","FALSE"
0,6,700,4,36,"terrible","goods/repair","foreign","FALSE"
0,24,5507,3,44,"terrible","goods/repair","foreign","FALSE"
1,18,3190,2,24,"poor","goods/repair","foreign","FALSE"
1,48,7119,3,53,"good","goods/repair","foreign","FALSE"
0,24,3488,3,23,"poor","usedcar","foreign","FALSE"
0,18,1113,4,26,"poor","goods/repair","foreign","FALSE"
0,26,7966,2,30,"poor","usedcar","foreign","FALSE"
0,15,1532,4,31,"terrible","edu","foreign","FALSE"
0,4,1503,2,42,"terrible","goods/repair","foreign","FALSE"
1,36,2302,4,31,"poor","goods/repair","foreign","TRUE"
0,6,662,3,41,"poor","newcar","foreign","FALSE"
0,36,2273,3,32,"poor","edu","foreign","FALSE"
1,15,2631,2,28,"poor","newcar","foreign","TRUE"
0,12,1503,4,41,"poor","usedcar","foreign","TRUE"
0,24,1311,4,26,"poor","goods/repair","foreign","FALSE"
0,24,3105,4,25,"poor","goods/repair","foreign","FALSE"
1,21,2319,2,33,"terrible","edu","foreign","TRUE"
0,6,1374,4,75,"poor","newcar","foreign","FALSE"
0,18,3612,3,37,"terrible","goods/repair","foreign","FALSE"
1,48,7763,4,42,"poor","newcar","foreign","FALSE"
0,18,3049,1,45,"poor","goods/repair","foreign","FALSE"
1,12,1534,1,23,"poor","goods/repair","foreign","TRUE"
0,24,2032,4,60,"poor","newcar","foreign","FALSE"
1,30,6350,4,31,"poor","goods/repair","foreign","FALSE"
1,18,2864,2,34,"poor","goods/repair","foreign","FALSE"
0,12,1255,4,61,"terrible","newcar","foreign","FALSE"
1,24,1333,4,43,"poor","newcar","foreign","FALSE"
0,24,2022,4,37,"terrible","newcar","foreign","FALSE"
0,24,1552,3,32,"poor","goods/repair","foreign","FALSE"
1,12,626,4,24,"good","goods/repair","foreign","FALSE"
0,48,8858,2,35,"terrible","usedcar","foreign","FALSE"
0,12,996,4,23,"terrible","goods/repair","foreign","FALSE"
0,6,1750,2,45,"good","goods/repair","foreign","FALSE"
1,48,6999,1,34,"poor","goods/repair","foreign","FALSE"
0,12,1995,4,27,"terrible","newcar","foreign","FALSE"
0,9,1199,4,67,"poor","edu","foreign","FALSE"
1,12,1331,2,22,"poor","goods/repair","foreign","FALSE"
1,18,2278,3,28,"good","newcar","foreign","FALSE"
1,21,5003,1,29,"good","newcar","foreign","FALSE"
1,24,3552,3,27,"good","goods/repair","foreign","FALSE"
1,18,1928,2,31,"terrible","goods/repair","foreign","FALSE"
0,24,2964,4,49,"poor","usedcar","foreign","FALSE"
1,24,1546,4,24,"good","goods/repair","foreign","TRUE"
0,6,683,2,29,"poor","goods/repair","foreign","FALSE"
1,36,12389,1,37,"poor","newcar","foreign","FALSE"
0,24,4712,4,37,"poor","biz","foreign","FALSE"
0,24,1553,3,23,"poor","goods/repair","foreign","TRUE"
1,12,1372,2,36,"poor","newcar","foreign","FALSE"
0,24,2578,2,34,"terrible","goods/repair","foreign","FALSE"
0,48,3979,4,41,"poor","goods/repair","foreign","FALSE"
1,48,6758,3,31,"poor","goods/repair","foreign","FALSE"
1,24,3234,4,23,"poor","goods/repair","foreign","TRUE"
0,30,5954,3,38,"terrible","goods/repair","foreign","FALSE"
0,24,5433,2,26,"poor","usedcar","foreign","TRUE"
0,15,806,4,22,"poor","biz","foreign","FALSE"
0,9,1082,4,27,"poor","goods/repair","foreign","FALSE"
0,15,2788,2,24,"terrible","goods/repair","foreign","FALSE"
0,12,2930,2,27,"poor","goods/repair","foreign","FALSE"
0,24,1927,3,33,"terrible","edu","foreign","FALSE"
1,36,2820,4,27,"terrible","newcar","foreign","FALSE"
0,24,937,4,27,"poor","edu","foreign","FALSE"
1,18,1056,3,30,"terrible","newcar","foreign","FALSE"
0,12,3124,1,49,"terrible","newcar","foreign","FALSE"
0,9,1388,4,26,"poor","goods/repair","foreign","TRUE"
1,36,2384,4,33,"poor","goods/repair","foreign","TRUE"
0,12,2133,4,52,"poor","newcar","foreign","FALSE"
1,18,2039,1,20,"poor","goods/repair","foreign","TRUE"
0,9,2799,2,36,"terrible","newcar","foreign","TRUE"
0,12,1289,4,21,"poor","goods/repair","foreign","FALSE"
1,18,1217,4,47,"poor","goods/repair","foreign","FALSE"
1,12,2246,3,60,"terrible","goods/repair","foreign","FALSE"
0,12,385,4,58,"terrible","goods/repair","foreign","FALSE"
0,24,1965,4,42,"poor","newcar","foreign","TRUE"
0,21,1572,4,36,"poor","biz","foreign","FALSE"
1,24,2718,3,20,"poor","newcar","foreign","TRUE"
1,24,1358,4,40,"good","biz","foreign","FALSE"
1,6,931,1,32,"good","newcar","foreign","FALSE"
1,24,1442,4,23,"poor","newcar","foreign","TRUE"
1,24,4241,1,36,"good","biz","foreign","FALSE"
1,18,2775,2,31,"terrible","newcar","foreign","FALSE"
0,24,3863,1,32,"poor","biz","foreign","FALSE"
0,7,2329,1,45,"poor","goods/repair","foreign","FALSE"
1,9,918,4,30,"poor","goods/repair","foreign","FALSE"
1,24,1837,4,34,"good","edu","foreign","FALSE"
1,36,3349,4,28,"poor","goods/repair","foreign","FALSE"
0,10,1275,4,23,"poor","goods/repair","foreign","FALSE"
0,24,2828,4,22,"good","goods/repair","foreign","FALSE"
0,24,4526,3,74,"terrible","biz","foreign","FALSE"
1,36,2671,4,50,"poor","goods/repair","foreign","FALSE"
0,18,2051,4,33,"poor","goods/repair","foreign","FALSE"
0,15,1300,4,45,"poor","usedcar","foreign","FALSE"
1,12,741,4,22,"poor","goods/repair","foreign","FALSE"
1,10,1240,1,48,"poor","newcar","foreign","FALSE"
0,21,3357,4,29,"poor","goods/repair","foreign","FALSE"
0,24,3632,1,22,"good","usedcar","german","TRUE"
1,18,1808,4,22,"poor","goods/repair","foreign","FALSE"
0,48,12204,2,48,"good","biz","foreign","FALSE"
0,60,9157,2,27,"poor","goods/repair","foreign","FALSE"
0,6,3676,1,37,"terrible","newcar","foreign","TRUE"
1,30,3441,2,21,"poor","goods/repair","foreign","TRUE"
0,12,640,4,49,"poor","newcar","foreign","FALSE"
0,21,3652,2,27,"terrible","biz","foreign","FALSE"
1,18,1530,3,32,"terrible","newcar","foreign","FALSE"
1,48,3914,4,38,"poor","biz","foreign","FALSE"
0,12,1858,4,22,"poor","goods/repair","foreign","TRUE"
1,18,2600,4,65,"poor","goods/repair","foreign","FALSE"
0,15,1979,4,35,"poor","goods/repair","foreign","FALSE"
0,6,2116,2,41,"poor","goods/repair","foreign","FALSE"
1,9,1437,2,29,"good","newcar","foreign","FALSE"
0,42,4042,4,36,"terrible","goods/repair","foreign","FALSE"
0,9,3832,1,64,"poor","edu","foreign","FALSE"
0,24,3660,2,28,"poor","goods/repair","foreign","FALSE"
1,18,1553,4,44,"good","goods/repair","foreign","FALSE"
0,15,1444,4,23,"poor","goods/repair","foreign","FALSE"
1,9,1980,2,19,"poor","goods/repair","foreign","TRUE"
1,24,1355,3,25,"poor","newcar","foreign","FALSE"
0,12,1393,4,47,"poor","edu","foreign","FALSE"
0,24,1376,4,28,"poor","goods/repair","foreign","FALSE"
0,60,15653,2,21,"poor","goods/repair","foreign","FALSE"
0,12,1493,4,34,"poor","goods/repair","foreign","FALSE"
1,42,4370,3,26,"poor","goods/repair","foreign","FALSE"
1,18,750,4,27,"poor","edu","foreign","FALSE"
0,15,1308,4,38,"poor","goods/repair","foreign","FALSE"
1,15,4623,3,40,"poor","edu","foreign","FALSE"
0,24,1851,4,33,"terrible","goods/repair","foreign","FALSE"
0,18,1880,4,32,"terrible","goods/repair","foreign","FALSE"
1,36,7980,4,27,"poor","biz","foreign","TRUE"
0,30,4583,2,32,"good","goods/repair","foreign","FALSE"
1,12,1386,2,26,"poor","newcar","foreign","FALSE"
1,24,947,4,38,"poor","newcar","foreign","FALSE"
1,12,684,4,40,"poor","edu","foreign","TRUE"
0,48,7476,4,50,"poor","edu","foreign","FALSE"
1,12,1922,4,37,"poor","goods/repair","foreign","FALSE"
1,24,2303,4,45,"poor","newcar","foreign","FALSE"
1,36,8086,2,42,"poor","newcar","foreign","FALSE"
0,24,2346,4,35,"terrible","usedcar","foreign","FALSE"
0,14,3973,1,22,"poor","newcar","foreign","FALSE"
1,12,888,4,41,"poor","newcar","foreign","FALSE"
0,48,10222,4,37,"poor","goods/repair","foreign","FALSE"
0,30,4221,2,28,"good","biz","foreign","FALSE"
0,18,6361,2,41,"terrible","goods/repair","foreign","FALSE"
0,12,1297,3,23,"poor","goods/repair","foreign","TRUE"
1,12,900,4,23,"poor","newcar","foreign","FALSE"
0,21,2241,4,50,"poor","goods/repair","foreign","FALSE"
0,6,1050,4,35,"poor","goods/repair","foreign","FALSE"
0,6,1047,2,50,"terrible","edu","foreign","FALSE"
0,24,6314,4,27,"terrible","biz","foreign","FALSE"
0,30,3496,4,34,"good","goods/repair","foreign","FALSE"
0,48,3609,1,27,"good","biz","foreign","FALSE"
1,12,4843,3,43,"terrible","newcar","foreign","TRUE"
0,30,3017,4,47,"terrible","goods/repair","foreign","FALSE"
0,24,4139,3,27,"terrible","biz","foreign","FALSE"
0,36,5742,2,31,"poor","biz","foreign","FALSE"
0,60,10366,2,42,"poor","newcar","foreign","FALSE"
0,6,2080,1,24,"terrible","newcar","foreign","FALSE"
1,21,2580,4,41,"poor","biz","foreign","FALSE"
0,30,4530,4,26,"terrible","goods/repair","foreign","TRUE"
0,24,5150,4,33,"terrible","goods/repair","foreign","FALSE"
1,72,5595,2,24,"poor","goods/repair","foreign","FALSE"
0,24,2384,4,64,"poor","goods/repair","foreign","TRUE"
0,18,1453,3,26,"poor","goods/repair","foreign","FALSE"
0,6,1538,1,56,"poor","edu","foreign","FALSE"
0,12,2279,4,37,"poor","goods/repair","foreign","FALSE"
0,15,1478,4,33,"poor","goods/repair","foreign","FALSE"
0,24,5103,3,47,"terrible","goods/repair","foreign","FALSE"
0,36,9857,1,31,"poor","biz","foreign","FALSE"
0,60,6527,4,34,"poor","newcar","foreign","FALSE"
0,10,1347,4,27,"terrible","goods/repair","foreign","FALSE"
0,36,2862,4,30,"poor","newcar","foreign","FALSE"
0,9,2753,3,35,"poor","goods/repair","foreign","FALSE"
0,12,3651,1,31,"poor","newcar","foreign","FALSE"
0,15,975,2,25,"terrible","goods/repair","foreign","FALSE"
0,15,2631,3,25,"poor","goods/repair","foreign","FALSE"
0,24,2896,2,29,"poor","goods/repair","foreign","FALSE"
0,6,4716,1,44,"terrible","newcar","foreign","FALSE"
0,24,2284,4,28,"poor","goods/repair","foreign","FALSE"
0,6,1236,2,50,"poor","usedcar","foreign","TRUE"
0,12,1103,4,29,"poor","goods/repair","german","FALSE"
0,12,926,1,38,"terrible","newcar","foreign","FALSE"
0,18,1800,4,24,"terrible","goods/repair","foreign","FALSE"
0,15,1905,4,40,"poor","edu","foreign","TRUE"
1,12,1123,4,29,"poor","goods/repair","foreign","TRUE"
1,48,6331,4,46,"terrible","usedcar","foreign","FALSE"
0,24,1377,4,47,"poor","goods/repair","foreign","FALSE"
0,30,2503,4,41,"poor","biz","foreign","FALSE"
0,27,2528,4,32,"poor","biz","foreign","FALSE"
0,15,5324,1,35,"poor","newcar","foreign","FALSE"
1,48,6560,3,24,"poor","newcar","foreign","FALSE"
1,12,2969,4,25,"good","goods/repair","foreign","TRUE"
0,9,1206,4,25,"poor","goods/repair","foreign","FALSE"
0,9,2118,2,37,"poor","goods/repair","foreign","FALSE"
0,18,629,4,32,"terrible","goods/repair","foreign","FALSE"
1,6,1198,4,35,"good","edu","foreign","FALSE"
0,21,2476,4,46,"poor","usedcar","foreign","FALSE"
0,9,1138,4,25,"terrible","goods/repair","foreign","FALSE"
1,60,14027,4,27,"poor","newcar","foreign","FALSE"
0,30,7596,1,63,"terrible","usedcar","foreign","FALSE"
0,30,3077,3,40,"terrible","goods/repair","foreign","FALSE"
0,18,1505,4,32,"poor","goods/repair","foreign","FALSE"
0,24,3148,3,31,"terrible","goods/repair","foreign","FALSE"
0,20,6148,3,31,"good","usedcar","foreign","FALSE"
1,9,1337,4,34,"good","goods/repair","foreign","FALSE"
1,6,433,4,24,"good","edu","foreign","TRUE"
1,12,1228,4,24,"poor","newcar","foreign","FALSE"
0,9,790,4,66,"poor","goods/repair","foreign","FALSE"
1,27,2570,3,21,"poor","newcar","foreign","TRUE"
0,6,250,2,41,"terrible","newcar","foreign","FALSE"
0,15,1316,2,47,"terrible","goods/repair","foreign","FALSE"
1,18,1882,4,25,"poor","goods/repair","foreign","TRUE"
1,48,6416,4,59,"good","biz","foreign","TRUE"
0,24,1275,2,36,"terrible","biz","foreign","FALSE"
0,24,6403,1,33,"poor","goods/repair","foreign","FALSE"
1,24,1987,2,21,"poor","goods/repair","foreign","TRUE"
0,8,760,4,44,"poor","goods/repair","foreign","FALSE"
0,24,2603,2,28,"poor","usedcar","foreign","TRUE"
0,4,3380,1,37,"terrible","newcar","foreign","FALSE"
0,36,3990,3,29,"good","goods/repair","foreign","FALSE"
1,24,11560,1,23,"poor","usedcar","foreign","TRUE"
0,18,4380,3,35,"poor","newcar","foreign","FALSE"
0,6,6761,1,45,"terrible","newcar","foreign","FALSE"
1,30,4280,4,26,"good","biz","foreign","TRUE"
0,24,2325,2,32,"good","newcar","foreign","FALSE"
0,10,1048,4,23,"good","goods/repair","foreign","FALSE"
0,21,3160,4,41,"poor","goods/repair","foreign","FALSE"
0,24,2483,4,22,"good","goods/repair","foreign","FALSE"
0,39,14179,4,30,"terrible","goods/repair","foreign","FALSE"
0,13,1797,3,28,"terrible","biz","foreign","FALSE"
0,15,2511,1,23,"poor","newcar","foreign","TRUE"
1,12,1274,3,37,"poor","newcar","foreign","FALSE"
0,21,5248,1,26,"poor","usedcar","foreign","FALSE"
0,15,3029,2,33,"poor","usedcar","foreign","FALSE"
0,6,428,2,49,"poor","goods/repair","foreign","FALSE"
1,18,976,1,23,"poor","newcar","foreign","FALSE"
0,12,841,2,23,"poor","biz","foreign","TRUE"
0,30,5771,4,25,"terrible","goods/repair","foreign","FALSE"
1,12,1555,4,55,"poor","goods/repair","foreign","FALSE"
1,24,1285,4,32,"poor","newcar","foreign","TRUE"
0,6,1299,1,74,"terrible","newcar","german","FALSE"
1,15,1271,3,39,"terrible","goods/repair","foreign","FALSE"
0,24,1393,2,31,"poor","newcar","foreign","FALSE"
1,12,691,4,35,"terrible","newcar","foreign","FALSE"
0,15,5045,1,59,"terrible","newcar","foreign","FALSE"
1,18,2124,4,24,"terrible","goods/repair","foreign","TRUE"
0,12,2214,4,24,"poor","goods/repair","foreign","FALSE"
1,21,12680,4,30,"terrible","newcar","foreign","FALSE"
0,24,2463,4,27,"terrible","newcar","foreign","FALSE"
0,12,1155,3,40,"poor","goods/repair","foreign","FALSE"
1,30,3108,2,31,"poor","goods/repair","foreign","FALSE"
0,10,2901,1,31,"poor","usedcar","foreign","TRUE"
0,12,3617,1,28,"terrible","goods/repair","foreign","TRUE"
0,12,1655,2,63,"terrible","goods/repair","foreign","FALSE"
0,24,2812,2,26,"poor","usedcar","foreign","TRUE"
1,36,8065,3,25,"terrible","edu","foreign","FALSE"
0,21,3275,1,36,"terrible","usedcar","foreign","FALSE"
0,24,2223,4,52,"terrible","goods/repair","foreign","FALSE"
0,12,1480,2,66,"terrible","newcar","foreign","FALSE"
1,24,1371,4,25,"poor","newcar","foreign","TRUE"
0,36,3535,4,37,"terrible","newcar","foreign","FALSE"
0,18,3509,4,25,"poor","goods/repair","foreign","FALSE"
0,36,5711,4,38,"terrible","usedcar","foreign","FALSE"
0,18,3872,2,67,"poor","goods/repair","foreign","FALSE"
1,39,4933,2,25,"terrible","goods/repair","foreign","FALSE"
0,24,1940,4,60,"terrible","newcar","foreign","FALSE"
0,12,1410,2,31,"good","edu","foreign","FALSE"
1,12,836,4,23,"poor","newcar","foreign","FALSE"
0,20,6468,1,60,"poor","usedcar","foreign","FALSE"
0,18,1941,4,35,"poor","biz","foreign","FALSE"
0,22,2675,3,40,"poor","goods/repair","foreign","FALSE"
0,48,2751,4,38,"terrible","usedcar","foreign","FALSE"
1,48,6224,4,50,"poor","edu","foreign","FALSE"
1,40,5998,4,27,"terrible","edu","foreign","FALSE"
1,21,1188,2,39,"poor","biz","foreign","FALSE"
0,24,6313,3,41,"poor","usedcar","foreign","FALSE"
0,6,1221,1,27,"terrible","goods/repair","foreign","FALSE"
0,24,2892,3,51,"poor","goods/repair","foreign","FALSE"
0,24,3062,4,32,"poor","goods/repair","foreign","TRUE"
0,9,2301,2,22,"poor","goods/repair","foreign","TRUE"
1,18,7511,1,51,"poor","usedcar","foreign","FALSE"
0,12,1258,2,22,"terrible","goods/repair","foreign","TRUE"
0,24,717,4,54,"poor","newcar","foreign","FALSE"
0,9,1549,4,35,"poor","newcar","foreign","FALSE"
0,24,1597,4,54,"terrible","edu","foreign","FALSE"
0,18,1795,3,48,"terrible","goods/repair","foreign","TRUE"
0,20,4272,1,24,"terrible","goods/repair","foreign","FALSE"
0,12,976,4,35,"terrible","goods/repair","foreign","FALSE"
0,12,7472,1,24,"poor","newcar","foreign","TRUE"
1,36,9271,2,24,"poor","newcar","foreign","FALSE"
0,6,590,3,26,"poor","goods/repair","german","FALSE"
0,12,930,4,65,"terrible","goods/repair","foreign","FALSE"
0,42,9283,1,55,"good","usedcar","foreign","FALSE"
1,15,1778,2,26,"good","newcar","foreign","TRUE"
0,8,907,3,26,"poor","biz","foreign","FALSE"
0,6,484,3,28,"poor","goods/repair","foreign","FALSE"
1,36,9629,4,24,"terrible","usedcar","foreign","FALSE"
1,48,3051,3,54,"poor","goods/repair","foreign","FALSE"
1,48,3931,4,46,"poor","newcar","foreign","FALSE"
0,36,7432,2,54,"poor","newcar","foreign","TRUE"
0,6,1338,1,62,"poor","goods/repair","foreign","FALSE"
0,6,1554,1,24,"terrible","goods/repair","foreign","TRUE"
0,36,15857,2,43,"poor","biz","foreign","FALSE"
1,18,1345,4,26,"poor","goods/repair","foreign","FALSE"
0,12,1101,3,27,"poor","newcar","foreign","FALSE"
0,12,3016,3,24,"poor","goods/repair","foreign","FALSE"
1,36,2712,2,41,"poor","goods/repair","foreign","FALSE"
0,8,731,4,47,"terrible","newcar","foreign","FALSE"
0,18,3780,3,35,"terrible","goods/repair","foreign","FALSE"
0,21,1602,4,30,"terrible","newcar","foreign","FALSE"
1,18,3966,1,33,"terrible","newcar","foreign","TRUE"
1,18,4165,2,36,"good","biz","foreign","FALSE"
1,36,8335,3,47,"poor","usedcar","foreign","FALSE"
0,48,6681,4,38,"poor","biz","foreign","FALSE"
0,24,2375,4,44,"poor","biz","foreign","FALSE"
1,18,1216,4,23,"poor","newcar","foreign","TRUE"
1,45,11816,2,29,"good","biz","foreign","TRUE"
0,24,5084,2,42,"poor","goods/repair","foreign","FALSE"
1,15,2327,2,25,"poor","goods/repair","foreign","FALSE"
1,12,1082,4,48,"good","newcar","foreign","FALSE"
0,12,886,4,21,"poor","goods/repair","foreign","FALSE"
0,4,601,1,23,"poor","goods/repair","foreign","TRUE"
0,24,2957,4,63,"terrible","usedcar","foreign","FALSE"
0,24,2611,4,46,"terrible","goods/repair","foreign","FALSE"
1,36,5179,4,29,"poor","goods/repair","foreign","FALSE"
0,21,2993,3,28,"poor","usedcar","foreign","FALSE"
1,18,1943,4,23,"poor","goods/repair","foreign","FALSE"
0,24,1559,4,50,"good","biz","foreign","FALSE"
0,18,3422,4,47,"poor","goods/repair","foreign","FALSE"
0,21,3976,2,35,"poor","goods/repair","foreign","FALSE"
1,18,6761,2,68,"poor","newcar","foreign","TRUE"
0,24,1249,4,28,"poor","newcar","foreign","FALSE"
0,9,1364,3,59,"poor","goods/repair","foreign","FALSE"
1,12,709,4,57,"poor","goods/repair","foreign","FALSE"
1,20,2235,4,33,"terrible","newcar","german","TRUE"
0,24,4042,3,43,"terrible","usedcar","foreign","FALSE"
0,15,1471,4,35,"terrible","goods/repair","foreign","FALSE"
1,18,1442,4,32,"good","newcar","foreign","FALSE"
0,36,10875,2,45,"poor","newcar","foreign","FALSE"
0,24,1474,4,33,"poor","newcar","foreign","FALSE"
0,10,894,4,40,"poor","edu","foreign","FALSE"
0,15,3343,4,28,"terrible","goods/repair","foreign","FALSE"
1,15,3959,3,29,"poor","newcar","foreign","FALSE"
0,9,3577,1,26,"poor","newcar","german","TRUE"
0,24,5804,4,27,"terrible","usedcar","foreign","FALSE"
1,18,2169,4,28,"poor","biz","foreign","FALSE"
1,24,2439,4,35,"poor","goods/repair","foreign","FALSE"
0,27,4526,4,32,"terrible","goods/repair","foreign","FALSE"
1,10,2210,2,25,"poor","goods/repair","foreign","TRUE"
0,15,2221,2,20,"poor","goods/repair","foreign","TRUE"
0,18,2389,4,27,"poor","goods/repair","foreign","FALSE"
0,12,3331,2,42,"terrible","goods/repair","foreign","FALSE"
0,36,7409,3,37,"poor","biz","foreign","FALSE"
0,12,652,4,24,"poor","goods/repair","foreign","TRUE"
0,36,7678,2,40,"poor","goods/repair","foreign","FALSE"
0,6,1343,1,46,"terrible","newcar","german","FALSE"
0,24,1382,4,26,"terrible","biz","foreign","FALSE"
0,15,874,4,24,"poor","goods/repair","foreign","FALSE"
0,12,3590,2,29,"poor","goods/repair","foreign","FALSE"
0,11,1322,4,40,"terrible","newcar","foreign","FALSE"
0,18,1940,3,36,"good","goods/repair","foreign","FALSE"
0,36,3595,4,28,"poor","goods/repair","foreign","FALSE"
1,9,1422,3,27,"poor","newcar","foreign","FALSE"
0,30,6742,2,36,"terrible","goods/repair","foreign","FALSE"
0,24,7814,3,38,"poor","usedcar","foreign","FALSE"
0,24,9277,2,48,"poor","usedcar","foreign","FALSE"
0,30,2181,4,36,"terrible","newcar","foreign","FALSE"
0,18,1098,4,65,"terrible","goods/repair","foreign","FALSE"
1,24,4057,3,43,"poor","goods/repair","foreign","FALSE"
1,12,795,4,53,"poor","edu","foreign","FALSE"
0,24,2825,4,34,"terrible","biz","foreign","FALSE"
1,48,15672,2,23,"poor","biz","foreign","FALSE"
0,36,6614,4,34,"terrible","newcar","foreign","FALSE"
0,28,7824,3,40,"good","usedcar","foreign","TRUE"
0,27,2442,4,43,"terrible","biz","foreign","FALSE"
0,15,1829,4,46,"terrible","goods/repair","foreign","FALSE"
0,12,2171,4,38,"terrible","newcar","german","FALSE"
0,36,5800,3,34,"terrible","usedcar","foreign","FALSE"
0,18,1169,4,29,"terrible","goods/repair","foreign","FALSE"
0,36,8947,3,31,"poor","usedcar","foreign","FALSE"
0,21,2606,4,28,"poor","goods/repair","foreign","TRUE"
0,12,1592,3,35,"terrible","goods/repair","german","FALSE"
0,15,2186,1,33,"poor","goods/repair","foreign","TRUE"
1,18,4153,2,42,"poor","goods/repair","foreign","FALSE"
1,16,2625,2,43,"terrible","newcar","foreign","TRUE"
0,20,3485,2,44,"terrible","newcar","foreign","FALSE"
0,36,10477,2,42,"terrible","usedcar","foreign","FALSE"
0,15,1386,4,40,"poor","goods/repair","foreign","TRUE"
0,24,1278,4,36,"poor","goods/repair","foreign","FALSE"
0,12,1107,2,20,"poor","goods/repair","foreign","TRUE"
0,21,3763,2,24,"poor","newcar","german","FALSE"
0,36,3711,2,27,"poor","edu","foreign","FALSE"
0,15,3594,1,46,"poor","usedcar","foreign","FALSE"
0,9,3195,1,33,"poor","newcar","foreign","FALSE"
0,36,4454,4,34,"poor","goods/repair","foreign","FALSE"
1,24,4736,2,25,"terrible","goods/repair","foreign","FALSE"
0,30,2991,2,25,"poor","goods/repair","foreign","FALSE"
0,11,2142,1,28,"poor","biz","foreign","FALSE"
1,24,3161,4,31,"good","biz","foreign","TRUE"
1,48,18424,1,32,"good","biz","german","FALSE"
0,10,2848,1,32,"poor","usedcar","foreign","FALSE"
1,6,14896,1,68,"poor","newcar","foreign","FALSE"
1,24,2359,1,33,"poor","goods/repair","foreign","FALSE"
1,24,3345,4,39,"poor","goods/repair","foreign","TRUE"
0,18,1817,4,28,"terrible","goods/repair","foreign","FALSE"
0,48,12749,4,37,"poor","goods/repair","foreign","FALSE"
1,9,1366,3,22,"poor","goods/repair","foreign","TRUE"
0,12,2002,3,30,"poor","newcar","foreign","TRUE"
1,24,6872,2,55,"good","goods/repair","foreign","FALSE"
1,12,697,4,46,"good","newcar","foreign","FALSE"
0,18,1049,4,21,"terrible","goods/repair","foreign","TRUE"
1,48,10297,4,39,"poor","usedcar","foreign","FALSE"
0,30,1867,4,58,"poor","goods/repair","foreign","FALSE"
0,12,1344,4,43,"poor","newcar","foreign","FALSE"
0,24,1747,4,24,"poor","goods/repair","german","FALSE"
1,9,1670,4,22,"poor","goods/repair","foreign","FALSE"
