"region","date","asp","units"
"NorthernNewEngland","3/15/2015",1.15,301852.8
"NorthernNewEngland","3/8/2015",1.09,287963.73
"NorthernNewEngland","3/1/2015",1.05,355677.99
"NorthernNewEngland","2/22/2015",1.13,264118.86
"NorthernNewEngland","2/15/2015",1.11,288514.78
"NorthernNewEngland","2/8/2015",1.03,363935.24
"NorthernNewEngland","2/1/2015",1.06,412752.74
"NorthernNewEngland","1/25/2015",1.06,290611.31
"NorthernNewEngland","1/18/2015",1.12,309202.71
"NorthernNewEngland","1/11/2015",1.06,314717.03
"NorthernNewEngland","1/4/2015",1.05,321823.77
"Orlando","12/27/2015",0.99,305773.54
"Orlando","12/20/2015",1.21,200074.81
"Orlando","12/13/2015",0.96,310101.52
"Orlando","12/6/2015",1.2,199063.82
"Orlando","11/29/2015",0.96,262683.8
"Orlando","11/22/2015",0.98,266950.55
"Orlando","11/15/2015",1.24,200715.34
"Orlando","11/8/2015",1.24,202954.88
"Orlando","11/1/2015",0.97,330071.34
"Orlando","10/25/2015",1.25,210265.79
"Orlando","10/18/2015",1.24,204526.46
"Orlando","10/11/2015",1,308032.62
"Orlando","10/4/2015",1,332997.12
"Orlando","9/27/2015",1.28,202457.31
"Orlando","9/20/2015",0.99,329684.97
"Orlando","9/13/2015",1.23,221548.25
"Orlando","9/6/2015",0.99,375737.02
"Orlando","8/30/2015",1.25,238269.85
"Orlando","8/23/2015",1.21,228926.1
"Orlando","8/16/2015",1.23,240185.69
"Orlando","8/9/2015",0.99,388550.28
"Orlando","8/2/2015",1.24,240821.52
"Orlando","7/26/2015",1.22,239841.95
"Orlando","7/19/2015",0.98,363733.15
"Orlando","7/12/2015",1.22,245528.89
"Orlando","7/5/2015",0.97,420329.35
"Orlando","6/28/2015",1.15,277853.94
"Orlando","6/21/2015",0.96,394035.19
"Orlando","6/14/2015",1.22,256149.75
"Orlando","6/7/2015",0.98,391556.97
"Orlando","5/31/2015",1.26,250040.49
"Orlando","5/24/2015",1,401991.2
"Orlando","5/17/2015",1.23,243265.56
"Orlando","5/10/2015",1.23,257032.99
"Orlando","5/3/2015",0.98,501573.86
"Orlando","4/26/2015",1.23,257307.97
"Orlando","4/19/2015",1.23,231777.27
"Orlando","4/12/2015",0.99,375363.86
"Orlando","4/5/2015",1.1,300679.66
"Orlando","3/29/2015",1.25,216925.45
"Orlando","3/22/2015",0.98,363504.44
"Orlando","3/15/2015",1.27,226247.68
"Orlando","3/8/2015",1.27,219071.79
"Orlando","3/1/2015",1,316199.07
"Orlando","2/22/2015",1.18,226965.26
"Orlando","2/15/2015",1.26,204812.28
"Orlando","2/8/2015",1.23,204396.56
"Orlando","2/1/2015",0.95,489224.51
"Orlando","1/25/2015",1.28,211991.09
"Orlando","1/18/2015",1.33,191078.37
"Orlando","1/11/2015",1.29,202034.59
"Orlando","1/4/2015",1,281803.19
"Philadelphia","12/27/2015",1.25,308546.88
"Philadelphia","12/20/2015",1.33,306843.13
"Philadelphia","12/13/2015",1.18,352369.17
"Philadelphia","12/6/2015",1.18,346896
"Philadelphia","11/29/2015",1.23,275091.78
"Philadelphia","11/22/2015",1.23,320058.33
"Philadelphia","11/15/2015",1.17,363548.06
"Philadelphia","11/8/2015",1.27,374933.8
"Philadelphia","11/1/2015",1.13,559566.5
"Philadelphia","10/25/2015",1.19,398337.69
"Philadelphia","10/18/2015",1.06,496236.63
"Philadelphia","10/11/2015",1.26,373650.83
"Philadelphia","10/4/2015",1.28,388205.8
"Philadelphia","9/27/2015",1.25,368779.77
"Philadelphia","9/20/2015",1.25,361361.6
"Philadelphia","9/13/2015",1.19,454795.64
"Philadelphia","9/6/2015",1.25,399061.75
"Philadelphia","8/30/2015",1.26,381319.43
"Philadelphia","8/23/2015",1.09,449716.31
"Philadelphia","8/16/2015",1.2,425707.59
"Philadelphia","8/9/2015",1.19,405555.56
"Philadelphia","8/2/2015",1.21,399212.29
"Philadelphia","7/26/2015",1.36,373032.23
"Philadelphia","7/19/2015",1.39,369973.99
"Philadelphia","7/12/2015",1.38,372062.3
"Philadelphia","7/5/2015",1.25,460459.45
"Philadelphia","6/28/2015",1.38,378931.1
"Philadelphia","6/21/2015",1.33,456983.44
"Philadelphia","6/14/2015",1.32,421514.11
"Philadelphia","6/7/2015",1.35,476827.34
"Philadelphia","5/31/2015",1.43,436027.81
"Philadelphia","5/24/2015",1.4,440574.33
"Philadelphia","5/17/2015",1.44,388799.73
"Philadelphia","5/10/2015",1.32,535922.59
"Philadelphia","5/3/2015",1.22,548556.66
"Philadelphia","4/26/2015",1.46,385541.99
"Philadelphia","4/19/2015",1.43,389414.29
"Philadelphia","4/12/2015",1.44,335389.56
"Philadelphia","4/5/2015",1.43,365947.19
"Philadelphia","3/29/2015",1.39,339877.09
"Philadelphia","3/22/2015",1.18,449261.63
"Philadelphia","3/15/2015",1.44,331456.96
"Philadelphia","3/8/2015",1.4,349609.78
"Philadelphia","3/1/2015",1.24,392412.07
"Philadelphia","2/22/2015",1.36,348215.37
"Philadelphia","2/15/2015",1.34,335173.17
"Philadelphia","2/8/2015",1.09,477875.71
"Philadelphia","2/1/2015",1.14,569304.8
"Philadelphia","1/25/2015",1.36,355645.73
"Philadelphia","1/18/2015",1.4,331495.41
"Philadelphia","1/11/2015",1.38,315984.22
"Philadelphia","1/4/2015",1.1,407675.56
"PhoenixTucson","12/27/2015",0.49,1137707.43
"PhoenixTucson","12/20/2015",0.53,1097224.25
"PhoenixTucson","12/13/2015",0.66,907470.09
"PhoenixTucson","12/6/2015",0.56,1105500.34
"PhoenixTucson","11/29/2015",0.75,724915.6
"PhoenixTucson","11/22/2015",0.77,737834.48
"PhoenixTucson","11/15/2015",0.62,1010132.49
"PhoenixTucson","11/8/2015",0.6,1102271.52
"PhoenixTucson","11/1/2015",0.71,907452.21
"PhoenixTucson","10/25/2015",0.83,761261.71
"PhoenixTucson","10/18/2015",0.65,1094731.43
"PhoenixTucson","10/11/2015",0.89,795732.52
"PhoenixTucson","10/4/2015",0.89,726095.5
"PhoenixTucson","9/27/2015",0.91,664201.67
"PhoenixTucson","9/20/2015",0.71,892151.19
"PhoenixTucson","9/13/2015",0.71,1100901.69
"PhoenixTucson","9/6/2015",0.58,1390417.77
"PhoenixTucson","8/30/2015",0.74,939785.74
"PhoenixTucson","8/23/2015",0.78,873856.52
"PhoenixTucson","8/16/2015",0.66,1203149.94
"PhoenixTucson","8/9/2015",0.79,981975.08
"PhoenixTucson","8/2/2015",0.78,946868
"PhoenixTucson","7/26/2015",0.77,903242.22
"PhoenixTucson","7/19/2015",0.76,928600.19
"PhoenixTucson","7/12/2015",0.7,1015567.49
"PhoenixTucson","7/5/2015",0.56,1456835.79
"PhoenixTucson","6/28/2015",0.7,955510.57
"PhoenixTucson","6/21/2015",0.54,1343180.92
"PhoenixTucson","6/14/2015",0.53,1353850.06
"PhoenixTucson","6/7/2015",0.52,1457359.83
"PhoenixTucson","5/31/2015",0.56,1282095.88
"PhoenixTucson","5/24/2015",0.58,1261540.03
"PhoenixTucson","5/17/2015",0.67,1013049.67
"PhoenixTucson","5/10/2015",0.67,1072300.38
"PhoenixTucson","5/3/2015",0.6,1268607.36
"PhoenixTucson","4/26/2015",0.53,1272428.72
"PhoenixTucson","4/19/2015",0.51,1366844.88
"PhoenixTucson","4/12/2015",0.66,1019280.57
"PhoenixTucson","4/5/2015",0.57,1320320.85
"PhoenixTucson","3/29/2015",0.57,1231267.27
"PhoenixTucson","3/22/2015",0.71,1089117
"PhoenixTucson","3/15/2015",0.6,1326720.8
"PhoenixTucson","3/8/2015",0.72,1042159.49
"PhoenixTucson","3/1/2015",0.7,1031351.33
"PhoenixTucson","2/22/2015",0.63,1163115.49
"PhoenixTucson","2/15/2015",0.6,1159509.68
"PhoenixTucson","2/8/2015",0.64,1151157.44
"PhoenixTucson","2/1/2015",0.56,1544750.92
"PhoenixTucson","1/25/2015",0.61,1233503.27
"PhoenixTucson","1/18/2015",0.67,1088608.66
"PhoenixTucson","1/11/2015",0.61,1110753.05
"PhoenixTucson","1/4/2015",0.65,1048062.16
"Pittsburgh","12/27/2015",1.25,73109.9
"Pittsburgh","12/20/2015",1.22,68972.79
"Pittsburgh","12/13/2015",1.19,65332.74
"Pittsburgh","12/6/2015",1.21,61870.23
"Pittsburgh","11/29/2015",1.26,54779.61
"Pittsburgh","11/22/2015",1.3,63345.59
"Pittsburgh","11/15/2015",1.24,64518.82
"Pittsburgh","11/8/2015",0.93,123489.29
"Pittsburgh","11/1/2015",1.16,81573.97
"Pittsburgh","10/25/2015",1.22,69191.72
"Pittsburgh","10/18/2015",1.23,70132.85
"Pittsburgh","10/11/2015",0.96,84053.56
"Pittsburgh","10/4/2015",0.99,89538.02
"Pittsburgh","9/27/2015",1.11,91558.77
"Pittsburgh","9/20/2015",1.19,74826.22
"Pittsburgh","9/13/2015",1.16,74962.45
"Pittsburgh","9/6/2015",1.12,114216.62
"Pittsburgh","8/30/2015",1.37,74510.02
"Pittsburgh","8/23/2015",1.2,83196.11
"Pittsburgh","8/16/2015",1.23,87687.64
"Pittsburgh","8/9/2015",0.96,145930.35
"Pittsburgh","8/2/2015",1.43,74680.7
"Pittsburgh","7/26/2015",1.43,68936.46
"Pittsburgh","7/19/2015",1.44,73321.36
"Pittsburgh","7/12/2015",1.48,68846.81
"Pittsburgh","7/5/2015",1.23,115579.5
"Pittsburgh","6/28/2015",1.2,111690.04
"Pittsburgh","6/21/2015",1.34,88214.04
"Pittsburgh","6/14/2015",1.3,92713.49
"Pittsburgh","6/7/2015",1.33,84556.54
"Pittsburgh","5/31/2015",1.32,83007.91
"Pittsburgh","5/24/2015",1.01,181169.72
"Pittsburgh","5/17/2015",1.41,85405.61
"Pittsburgh","5/10/2015",1.46,82110.05
"Pittsburgh","5/3/2015",0.98,208821.04
"Pittsburgh","4/26/2015",1.44,79976.86
"Pittsburgh","4/19/2015",1.49,75775.26
"Pittsburgh","4/12/2015",1.5,69339.77
"Pittsburgh","4/5/2015",1.29,76146.82
"Pittsburgh","3/29/2015",1.25,69747.2
"Pittsburgh","3/22/2015",1.23,68499.85
"Pittsburgh","3/15/2015",1.23,71906.75
"Pittsburgh","3/8/2015",0.95,159735.96
"Pittsburgh","3/1/2015",1.25,65484.37
"Pittsburgh","2/22/2015",1.26,70345.39
"Pittsburgh","2/15/2015",1.43,60213.79
"Pittsburgh","2/8/2015",1.38,66360.74
"Pittsburgh","2/1/2015",1.25,112065.73
"Pittsburgh","1/25/2015",1.32,98722.79
"Pittsburgh","1/18/2015",1.47,59312.07
"Pittsburgh","1/11/2015",1.54,54644.32
"Pittsburgh","1/4/2015",1.52,54956.8
"Portland","12/27/2015",1.01,417190.47
"Portland","12/20/2015",0.98,416298.84
"Portland","12/13/2015",0.93,429103.52
"Portland","12/6/2015",0.73,743770.2
"Portland","11/29/2015",1.04,353818.15
"Portland","11/22/2015",1.03,380726.46
"Portland","11/15/2015",0.9,568414.35
"Portland","11/8/2015",1.04,406548.16
"Portland","11/1/2015",1.06,423475.77
"Portland","10/25/2015",0.91,480396.16
"Portland","10/18/2015",1.05,438182.64
"Portland","10/11/2015",0.79,657656.23
"Portland","10/4/2015",1.13,421430.94
"Portland","9/27/2015",0.9,484598.47
"Portland","9/20/2015",0.94,566385.9
"Portland","9/13/2015",1,535519.29
"Portland","9/6/2015",1.1,465258.45
"Portland","8/30/2015",1.14,427776.92
"Portland","8/23/2015",1.08,545296.58
"Portland","8/16/2015",1.17,465897.27
"Portland","8/9/2015",1.19,448135.88
"Portland","8/2/2015",1.14,501106.6
"Portland","7/26/2015",1.18,433999.24
"Portland","7/19/2015",1.18,446862.52
"Portland","7/12/2015",1.02,568129.75
"Portland","7/5/2015",1.19,574999.04
"Portland","6/28/2015",1.16,508174.09
"Portland","6/21/2015",1.08,579558
"Portland","6/14/2015",1.08,622880.59
"Portland","6/7/2015",1.16,543944.19
"Portland","5/31/2015",1.01,600303.28
"Portland","5/24/2015",1.01,606039.09
"Portland","5/17/2015",1.06,487024.66
"Portland","5/10/2015",0.91,675269.74
"Portland","5/3/2015",0.95,644419.48
"Portland","4/26/2015",0.95,571442.54
"Portland","4/19/2015",0.99,610658.64
"Portland","4/12/2015",1.16,433703.29
"Portland","4/5/2015",1.22,432729.65
"Portland","3/29/2015",1.2,401824.91
"Portland","3/22/2015",1.1,426180.78
"Portland","3/15/2015",1.21,392802.67
"Portland","3/8/2015",1.17,419849.55
"Portland","3/1/2015",0.94,598755.26
"Portland","2/22/2015",1.11,495032.46
"Portland","2/15/2015",1.23,363889.04
"Portland","2/8/2015",1.08,447701.68
"Portland","2/1/2015",0.98,776237.93
"Portland","1/25/2015",1.09,432770.06
"Portland","1/18/2015",1.11,439617.61
"Portland","1/11/2015",1.05,510152.67
"Portland","1/4/2015",0.97,599965.86
"RaleighGreensboro","12/27/2015",0.96,208425.96
"RaleighGreensboro","12/20/2015",0.98,189584.22
"RaleighGreensboro","12/13/2015",0.98,207627.79
"RaleighGreensboro","12/6/2015",0.97,210379.48
"RaleighGreensboro","11/29/2015",0.98,185733.81
"RaleighGreensboro","11/22/2015",1.02,179083.03
"RaleighGreensboro","11/15/2015",1,238990.38
"RaleighGreensboro","11/8/2015",1.07,223564.41
"RaleighGreensboro","11/1/2015",1.12,229530.31
"RaleighGreensboro","10/25/2015",1.22,199222.68
"RaleighGreensboro","10/18/2015",1.23,217581.17
"RaleighGreensboro","10/11/2015",1.17,222606.79
"RaleighGreensboro","10/4/2015",1.29,187692.67
"RaleighGreensboro","9/27/2015",1.12,222849.89
"RaleighGreensboro","9/20/2015",1.22,216519.33
"RaleighGreensboro","9/13/2015",1.16,238903.72
"RaleighGreensboro","9/6/2015",1.04,301641.21
"RaleighGreensboro","8/30/2015",1.16,253577.94
"RaleighGreensboro","8/23/2015",1.13,277977.73
"RaleighGreensboro","8/16/2015",1.23,241120.74
"RaleighGreensboro","8/9/2015",1.23,234070.7
"RaleighGreensboro","8/2/2015",1.22,243248.66
"RaleighGreensboro","7/26/2015",1.2,232204.85
"RaleighGreensboro","7/19/2015",1.2,246513.23
"RaleighGreensboro","7/12/2015",1.19,247167.15
"RaleighGreensboro","7/5/2015",1.16,275670.52
"RaleighGreensboro","6/28/2015",1.17,255921.9
"RaleighGreensboro","6/21/2015",1.17,264236.38
"RaleighGreensboro","6/14/2015",1.11,286814.82
"RaleighGreensboro","6/7/2015",1.14,259977.16
"RaleighGreensboro","5/31/2015",1.16,262288.53
"RaleighGreensboro","5/24/2015",1.21,267022.77
"RaleighGreensboro","5/17/2015",1.16,264908.94
"RaleighGreensboro","5/10/2015",1.11,267655.62
"RaleighGreensboro","5/3/2015",1.01,335464.54
"RaleighGreensboro","4/26/2015",1.16,259623.56
"RaleighGreensboro","4/19/2015",1.13,255436.55
"RaleighGreensboro","4/12/2015",1.1,274985.46
"RaleighGreensboro","4/5/2015",1.12,245491.91
"RaleighGreensboro","3/29/2015",1.23,238992.24
"RaleighGreensboro","3/22/2015",1.19,244658.35
"RaleighGreensboro","3/15/2015",1.18,252527.34
"RaleighGreensboro","3/8/2015",1.24,198900.07
"RaleighGreensboro","3/1/2015",1.2,216841.43
"RaleighGreensboro","2/22/2015",1.11,258728.48
"RaleighGreensboro","2/15/2015",1.21,230632.14
"RaleighGreensboro","2/8/2015",1.14,222483.88
"RaleighGreensboro","2/1/2015",0.99,344288.82
"RaleighGreensboro","1/25/2015",1.16,233277.19
"RaleighGreensboro","1/18/2015",1.22,204504.99
"RaleighGreensboro","1/11/2015",1.24,205760.67
"RaleighGreensboro","1/4/2015",1.2,221086.46
"RichmondNorfolk","12/27/2015",0.98,161577.6
"RichmondNorfolk","12/20/2015",0.99,158870.28
"RichmondNorfolk","12/13/2015",0.98,174380.77
"RichmondNorfolk","12/6/2015",0.98,176731.22
"RichmondNorfolk","11/29/2015",0.99,140939.78
"RichmondNorfolk","11/22/2015",1.01,148242.89
"RichmondNorfolk","11/15/2015",0.94,198934.23
"RichmondNorfolk","11/8/2015",0.95,202831.97
"RichmondNorfolk","11/1/2015",1,212854.47
"RichmondNorfolk","10/25/2015",1.02,180316.1
"RichmondNorfolk","10/18/2015",1,217221.23
"RichmondNorfolk","10/11/2015",1.01,192231.47
"RichmondNorfolk","10/4/2015",1.04,200821.29
"RichmondNorfolk","9/27/2015",0.97,203675.17
"RichmondNorfolk","9/20/2015",1.04,195742.46
"RichmondNorfolk","9/13/2015",1.01,229220.66
"RichmondNorfolk","9/6/2015",0.98,252853.41
"RichmondNorfolk","8/30/2015",1.06,213120.84
"RichmondNorfolk","8/23/2015",1.04,232074.44
"RichmondNorfolk","8/16/2015",1.05,222696.44
"RichmondNorfolk","8/9/2015",1.06,216580.39
"RichmondNorfolk","8/2/2015",1.05,235505.63
"RichmondNorfolk","7/26/2015",1.03,222882.86
"RichmondNorfolk","7/19/2015",1.02,225259.93
"RichmondNorfolk","7/12/2015",1.02,234568.8
"RichmondNorfolk","7/5/2015",1.01,287571.95
"RichmondNorfolk","6/28/2015",1,236210.73
"RichmondNorfolk","6/21/2015",1.01,264922.77
"RichmondNorfolk","6/14/2015",0.98,289290.98
"RichmondNorfolk","6/7/2015",1.02,248646.25
"RichmondNorfolk","5/31/2015",1.02,270601.09
"RichmondNorfolk","5/24/2015",1.03,280240.7
"RichmondNorfolk","5/17/2015",1.04,262509.58
"RichmondNorfolk","5/10/2015",1.06,263027.68
"RichmondNorfolk","5/3/2015",0.99,292744.22
"RichmondNorfolk","4/26/2015",1.11,235546.11
"RichmondNorfolk","4/19/2015",1.1,231641.21
"RichmondNorfolk","4/12/2015",1.11,213032.44
"RichmondNorfolk","4/5/2015",1.14,222122.63
"RichmondNorfolk","3/29/2015",1.15,205954.04
"RichmondNorfolk","3/22/2015",1.12,213086.98
"RichmondNorfolk","3/15/2015",1.16,210124.43
"RichmondNorfolk","3/8/2015",1.19,177541.37
"RichmondNorfolk","3/1/2015",1.13,194798.39
"RichmondNorfolk","2/22/2015",1.1,225830.42
"RichmondNorfolk","2/15/2015",1.13,207249.74
"RichmondNorfolk","2/8/2015",1.06,212887.85
"RichmondNorfolk","2/1/2015",0.97,308461.1
"RichmondNorfolk","1/25/2015",1.17,194086.08
"RichmondNorfolk","1/18/2015",1.18,179038.39
"RichmondNorfolk","1/11/2015",1.15,194460.59
"RichmondNorfolk","1/4/2015",1.13,182697.97
"Roanoke","12/27/2015",0.96,98584.92
"Roanoke","12/20/2015",1,88183.03
"Roanoke","12/13/2015",1.01,99886.07
"Roanoke","12/6/2015",1.01,99519.99
"Roanoke","11/29/2015",1.03,73733.96
"Roanoke","11/22/2015",1,83963.95
"Roanoke","11/15/2015",1,109928.84
"Roanoke","11/8/2015",1.01,114124.6
"Roanoke","11/1/2015",1,116798.97
"Roanoke","10/25/2015",0.99,110896.48
"Roanoke","10/18/2015",0.98,117516.57
"Roanoke","10/11/2015",1.01,118009.81
"Roanoke","10/4/2015",1.04,114487.07
"Roanoke","9/27/2015",1.01,109274.98
"Roanoke","9/20/2015",1,125682.96
"Roanoke","9/13/2015",0.99,147617.68
"Roanoke","9/6/2015",1.09,131197.71
"Roanoke","8/30/2015",1.14,114054.04
"Roanoke","8/23/2015",1.12,115608.44
"Roanoke","8/16/2015",1.13,113815.5
"Roanoke","8/9/2015",1.09,116317.58
"Roanoke","8/2/2015",1.04,122568.69
"Roanoke","7/26/2015",1.04,118455.23
"Roanoke","7/19/2015",1.04,124246.77
"Roanoke","7/12/2015",1.06,128054.41
"Roanoke","7/5/2015",1.05,147749.25
"Roanoke","6/28/2015",1.04,131276.21
"Roanoke","6/21/2015",1.05,135895.47
"Roanoke","6/14/2015",1.02,147633.83
"Roanoke","6/7/2015",1.05,139464.87
"Roanoke","5/31/2015",1.06,133856.19
"Roanoke","5/24/2015",1.07,142274.01
"Roanoke","5/17/2015",1.08,135281.35
"Roanoke","5/10/2015",1.09,141860.18
"Roanoke","5/3/2015",1.03,147690.42
"Roanoke","4/26/2015",1.09,137885.58
"Roanoke","4/19/2015",1.08,144665.27
"Roanoke","4/12/2015",1.13,129698.87
"Roanoke","4/5/2015",1.19,121569.73
"Roanoke","3/29/2015",1.13,117662.32
"Roanoke","3/22/2015",1.09,126535.83
"Roanoke","3/15/2015",1.12,119124.45
"Roanoke","3/8/2015",1.16,111702.58
"Roanoke","3/1/2015",1.11,110991.01
"Roanoke","2/22/2015",1.09,127855.51
"Roanoke","2/15/2015",1.07,136950.98
"Roanoke","2/8/2015",1.02,145648.4
"Roanoke","2/1/2015",1,168217.72
"Roanoke","1/25/2015",1.15,123070.18
"Roanoke","1/18/2015",1.18,112106.05
"Roanoke","1/11/2015",1.16,113235.82
"Roanoke","1/4/2015",1.13,109215
"Sacramento","12/27/2015",0.98,403741.62
"Sacramento","12/20/2015",1,385518.03
"Sacramento","12/13/2015",1,376689.94
"Sacramento","12/6/2015",1.07,318280.23
"Sacramento","11/29/2015",0.99,347406.9
"Sacramento","11/22/2015",1.06,354986.48
"Sacramento","11/15/2015",0.94,414161.47
"Sacramento","11/8/2015",1.14,357132.53
"Sacramento","11/1/2015",1.02,532467.38
"Sacramento","10/25/2015",1.26,343757.21
"Sacramento","10/18/2015",1.28,326458.27
"Sacramento","10/11/2015",1.29,355472.28
"Sacramento","10/4/2015",1.1,377192.1
"Sacramento","9/27/2015",1.28,350982.2
"Sacramento","9/20/2015",1.25,353231.58
"Sacramento","9/13/2015",1.24,384192.52
"Sacramento","9/6/2015",1.21,466705.75
"Sacramento","8/30/2015",1.3,377229.13
"Sacramento","8/23/2015",1.26,405274.71
"Sacramento","8/16/2015",1.3,401708.33
"Sacramento","8/9/2015",1.28,414823.74
"Sacramento","8/2/2015",1.33,404664.32
"Sacramento","7/26/2015",1.32,395471.89
"Sacramento","7/19/2015",1.29,404604.85
"Sacramento","7/12/2015",1.23,411928.38
"Sacramento","7/5/2015",1.26,550810.62
"Sacramento","6/28/2015",1.26,423984.04
"Sacramento","6/21/2015",1.27,422723.91
"Sacramento","6/14/2015",1.22,431791.38
"Sacramento","6/7/2015",1.18,435087.17
"Sacramento","5/31/2015",1.17,435723.85
"Sacramento","5/24/2015",1.26,403793.79
"Sacramento","5/17/2015",1.18,397215.12
"Sacramento","5/10/2015",1.14,437822.76
"Sacramento","5/3/2015",1.05,662034.34
"Sacramento","4/26/2015",1.27,366719.82
"Sacramento","4/19/2015",1.19,415841.32
"Sacramento","4/12/2015",1.24,382583.75
"Sacramento","4/5/2015",1.23,404333.75
"Sacramento","3/29/2015",1.2,391178.81
"Sacramento","3/22/2015",1.13,424708.39
"Sacramento","3/15/2015",1.22,380761.14
"Sacramento","3/8/2015",1.12,415147.69
"Sacramento","3/1/2015",1.02,452845.47
"Sacramento","2/22/2015",1.14,405013.16
"Sacramento","2/15/2015",1.13,381041.74
"Sacramento","2/8/2015",0.98,432572.45
"Sacramento","2/1/2015",1.04,771974.9
"Sacramento","1/25/2015",1.19,360027.65
"Sacramento","1/18/2015",1.22,367047.36
"Sacramento","1/11/2015",1.09,429492.28
"Sacramento","1/4/2015",1.05,430138.88
"SanDiego","12/27/2015",0.92,439968.4
"SanDiego","12/20/2015",0.94,420476.44
"SanDiego","12/13/2015",0.84,462548.3
"SanDiego","12/6/2015",0.67,565516.62
"SanDiego","11/29/2015",0.91,385289.59
"SanDiego","11/22/2015",0.98,385300.75
"SanDiego","11/15/2015",0.85,501838.1
"SanDiego","11/8/2015",0.92,492385.15
"SanDiego","11/1/2015",1.01,468472.81
"SanDiego","10/25/2015",1.08,408336.19
"SanDiego","10/18/2015",1.03,447663.17
"SanDiego","10/11/2015",0.93,492276.73
"SanDiego","10/4/2015",1.11,404301.76
"SanDiego","9/27/2015",0.93,491990.83
"SanDiego","9/20/2015",1.07,448488.04
"SanDiego","9/13/2015",1.08,464305.03
"SanDiego","9/6/2015",1.02,502677.35
"SanDiego","8/30/2015",1.04,490268.77
"SanDiego","8/23/2015",1.15,459471.05
"SanDiego","8/16/2015",1.05,514202.63
"SanDiego","8/9/2015",1.03,630941.71
"SanDiego","8/2/2015",1.07,500999.15
"SanDiego","7/26/2015",1.1,495344.27
"SanDiego","7/19/2015",1.15,462526
"SanDiego","7/12/2015",1.1,490312.63
"SanDiego","7/5/2015",1.05,587740.55
"SanDiego","6/28/2015",1.02,495309.23
"SanDiego","6/21/2015",0.94,594488.41
"SanDiego","6/14/2015",0.87,630746.82
"SanDiego","6/7/2015",0.89,607468.04
"SanDiego","5/31/2015",0.9,569414.76
"SanDiego","5/24/2015",1.08,477415.68
"SanDiego","5/17/2015",1.02,458191.52
"SanDiego","5/10/2015",0.85,594740.3
"SanDiego","5/3/2015",0.8,740760.3
"SanDiego","4/26/2015",1.11,435990.48
"SanDiego","4/19/2015",1.04,488094.98
"SanDiego","4/12/2015",1.01,515246.69
"SanDiego","4/5/2015",1.11,469883.87
"SanDiego","3/29/2015",1.08,450370.85
"SanDiego","3/22/2015",0.96,515764.64
"SanDiego","3/15/2015",1.06,463106.48
"SanDiego","3/8/2015",0.95,504284.16
"SanDiego","3/1/2015",0.83,572552.24
"SanDiego","2/22/2015",0.92,516149.11
"SanDiego","2/15/2015",0.94,486113.55
"SanDiego","2/8/2015",0.98,448394.83
"SanDiego","2/1/2015",0.85,692276.13
"SanDiego","1/25/2015",1.02,406591.11
"SanDiego","1/18/2015",1.01,461063.73
"SanDiego","1/11/2015",0.82,544667.18
"SanDiego","1/4/2015",0.94,461607.33
"SanFrancisco","12/27/2015",1.05,692206.4
"SanFrancisco","12/20/2015",1.15,637091.48
"SanFrancisco","12/13/2015",1.22,616016.46
"SanFrancisco","12/6/2015",1.06,694982.49
"SanFrancisco","11/29/2015",1.05,651638.6
"SanFrancisco","11/22/2015",1.04,709444.22
"SanFrancisco","11/15/2015",0.99,775848.72
"SanFrancisco","11/8/2015",1.4,599884.32
"SanFrancisco","11/1/2015",0.97,869927.27
"SanFrancisco","10/25/2015",1.55,561342.23
"SanFrancisco","10/18/2015",1.52,586073.85
"SanFrancisco","10/11/2015",1.58,564456.6
"SanFrancisco","10/4/2015",1.04,762866.62
"SanFrancisco","9/27/2015",1.38,651697.34
"SanFrancisco","9/20/2015",1.56,578500.76
"SanFrancisco","9/13/2015",1.53,603840.95
"SanFrancisco","9/6/2015",1.54,646810.2
"SanFrancisco","8/30/2015",1.53,649891.92
"SanFrancisco","8/23/2015",1.59,610212.92
"SanFrancisco","8/16/2015",1.59,618237.58
"SanFrancisco","8/9/2015",1.56,603876.9
"SanFrancisco","8/2/2015",1.57,645158.33
"SanFrancisco","7/26/2015",1.58,628331.04
"SanFrancisco","7/19/2015",1.56,633327.17
"SanFrancisco","7/12/2015",1.39,680351.84
"SanFrancisco","7/5/2015",1.53,752191.79
"SanFrancisco","6/28/2015",1.54,646324.68
"SanFrancisco","6/21/2015",1.52,673720.54
"SanFrancisco","6/14/2015",1.51,696873.03
"SanFrancisco","6/7/2015",1.31,758817.08
"SanFrancisco","5/31/2015",1.29,764114.39
"SanFrancisco","5/24/2015",1.37,700411.03
"SanFrancisco","5/17/2015",1.32,701099.41
"SanFrancisco","5/10/2015",1.3,742672.03
"SanFrancisco","5/3/2015",1,1310364.67
"SanFrancisco","4/26/2015",1.39,680839.21
"SanFrancisco","4/19/2015",1.23,818816.7
"SanFrancisco","4/12/2015",1.33,729890.28
"SanFrancisco","4/5/2015",1.33,742539.71
"SanFrancisco","3/29/2015",1.3,742583.03
"SanFrancisco","3/22/2015",1.19,841723.81
"SanFrancisco","3/15/2015",1.26,779754.03
"SanFrancisco","3/8/2015",1.16,830775.42
"SanFrancisco","3/1/2015",0.95,1039265.17
"SanFrancisco","2/22/2015",1.23,776336.17
"SanFrancisco","2/15/2015",1.23,696515.27
