"longitude","latitude","housingMedianAge","population","households","medianIncome","medianHouseValue","AveBedrms","AveRooms","AveOccupancy"
-118.35,34.21,39,1047,284,32750,181400,1.09859154929577,5.17605633802817,3.68661971830986
-118.35,34.21,42,804,226,37500,172600,0.973451327433628,4.74778761061947,3.55752212389381
-118.31,34.28,34,1810,633,51145,219900,0.963665086887836,5.14691943127962,2.85939968404423
-118.31,34.27,35,759,291,60808,215600,0.941580756013746,4.96907216494845,2.60824742268041
-118.3,34.26,43,809,277,35990,176500,1.11913357400722,5.45126353790614,2.92057761732852
-118.3,34.26,40,605,183,41964,185900,1.16939890710383,5.81967213114754,3.30601092896175
-118.31,34.26,38,1124,388,42685,189600,1.18556701030928,5.83505154639175,2.89690721649485
-118.31,34.26,41,733,315,30583,160300,1.03809523809524,4.11746031746032,2.32698412698413
-118.31,34.26,34,948,363,41339,187300,1,4.9504132231405,2.61157024793388
-118.32,34.26,32,1804,715,44875,222700,1.10629370629371,5.16083916083916,2.52307692307692
-118.35,34.28,30,1700,533,46944,248200,0.962476547842402,6.03001876172608,3.18949343339587
-118.33,34.27,29,1776,702,31349,230200,1.04273504273504,4.32193732193732,2.52991452991453
-118.35,34.27,32,314,113,62037,205400,0.955752212389381,5.34513274336283,2.7787610619469
-118.34,34.26,37,702,265,52661,314900,1.13584905660377,6.70188679245283,2.64905660377358
-118.35,34.25,34,1267,443,61464,354400,1.03837471783296,6.30925507900677,2.86004514672686
-118.36,34.26,34,1598,568,68380,378000,1.00880281690141,6.47359154929577,2.81338028169014
-118.3,34.26,28,1142,458,31607,200600,1.06768558951965,3.58733624454148,2.49344978165939
-118.3,34.25,44,859,292,45833,197300,0.976027397260274,4.93835616438356,2.94178082191781
-118.31,34.26,37,624,239,57600,239400,1.02928870292887,6.0418410041841,2.61087866108787
-118.31,34.26,36,1005,409,38000,217100,1.10757946210269,4.60146699266504,2.45721271393643
-118.32,34.26,24,2310,957,44375,191500,1.05538140020899,5.33542319749216,2.41379310344828
-118.39,34.28,24,3566,777,44818,166200,1.05534105534106,6.04118404118404,4.58944658944659
-118.38,34.28,22,3152,836,47932,166300,0.986842105263158,5.29665071770335,3.77033492822967
-118.4,34.28,16,6161,1473,33304,154900,1.00475220638153,4.46232179226069,4.1826205023761
-118.38,34.27,8,2608,731,28214,158300,1.15868673050616,4.44322845417237,3.56771545827633
-118.41,34.29,35,1162,215,33500,147600,0.948837209302326,4.68837209302326,5.4046511627907
-118.41,34.29,32,1818,306,42969,145800,1.04575163398693,5.19934640522876,5.94117647058824
-118.42,34.28,29,1338,266,41250,150000,1.02255639097744,4.7781954887218,5.03007518796993
-118.41,34.28,32,2609,472,37566,146700,1.125,5.45338983050847,5.52754237288136
-118.4,34.28,22,3134,847,26652,164800,0.956316410861865,4.15230224321133,3.70011806375443
-118.42,34.28,35,1197,203,32865,133300,0.985221674876847,4.04926108374384,5.89655172413793
-118.42,34.28,34,2391,439,28000,144300,0.972665148063781,4.55353075170843,5.44646924829157
-118.42,34.27,33,1097,283,16295,134300,1.20494699646643,4.27208480565371,3.87632508833922
-118.42,34.27,33,1216,212,33214,131300,1.0188679245283,4.41981132075472,5.73584905660377
-118.42,34.27,35,808,173,26667,147800,0.884393063583815,3.89595375722543,4.67052023121387
-118.43,34.28,30,2054,301,30132,142600,1.02325581395349,4.59800664451827,6.82392026578073
-118.43,34.27,31,1533,269,42353,156800,1.02602230483271,4.20074349442379,5.69888475836431
-118.43,34.27,36,1312,249,30240,148000,1.00401606425703,4.02409638554217,5.26907630522088
-118.42,34.27,37,1371,239,32250,147500,1.02928870292887,4.28451882845188,5.73640167364017
-118.43,34.26,30,1990,369,35104,140900,1.01084010840108,3.37669376693767,5.3929539295393
-118.43,34.26,37,1835,335,32583,147200,1.03880597014925,3.78805970149254,5.47761194029851
-118.44,34.27,35,1022,186,34000,139600,1.00537634408602,4.17741935483871,5.49462365591398
-118.43,34.26,43,935,174,29519,140900,0.988505747126437,4.18965517241379,5.3735632183908
-118.42,34.25,37,1909,352,36791,148100,0.96875,4.38920454545455,5.42329545454545
-118.43,34.25,35,1630,306,29205,143100,1.09477124183007,4.72875816993464,5.32679738562091
-118.42,34.26,26,2582,484,21062,136400,1.07644628099174,3.69421487603306,5.33471074380165
-118.41,34.26,38,1065,222,25313,136100,0.923423423423423,3.91891891891892,4.7972972972973
-118.42,34.26,36,1086,218,34519,143300,1.01376146788991,4.46330275229358,4.98165137614679
-118.42,34.26,37,2279,411,39000,138600,1.0316301703163,4.35279805352798,5.54501216545012
-118.41,34.27,38,1250,204,29219,137900,0.995098039215686,4.20588235294118,6.12745098039216
-118.42,34.27,35,3444,679,14867,124000,1.03387334315169,3.97643593519882,5.07216494845361
-118.4,34.26,13,2560,853,42538,154300,1.02227432590856,5.13364595545135,3.00117233294256
-118.4,34.25,13,1927,432,22019,134200,1.15046296296296,4.33333333333333,4.46064814814815
-118.41,34.25,19,483,87,19500,137500,0.96551724137931,3.2183908045977,5.55172413793103
-118.41,34.25,33,981,184,26429,143100,1.04347826086957,4.4945652173913,5.33152173913043
-118.41,34.25,36,1173,272,36016,153800,0.952205882352941,4.21323529411765,4.3125
-118.41,34.25,18,3663,817,32284,157100,1.04895960832313,4.21909424724602,4.48347613219094
-118.42,34.24,17,2243,541,25250,163700,1.01293900184843,3.78743068391867,4.1460258780037
-118.42,34.25,36,1502,312,36292,145200,1.06089743589744,4.58333333333333,4.81410256410256
-118.43,34.32,34,1948,532,42330,157400,0.968045112781955,4.99436090225564,3.66165413533835
-118.43,34.33,18,2882,911,59010,235600,1.00987925356751,6.46652030735456,3.1635565312843
-118.44,34.32,14,3568,1190,41724,211600,1.08067226890756,5.23949579831933,2.99831932773109
-118.42,34.31,19,4205,1395,39583,163200,1.03440860215054,4.84229390681004,3.01433691756272
-118.42,34.3,29,2919,718,36548,180300,0.991643454038997,4.64345403899721,4.06545961002786
-118.41,34.32,18,3473,1067,52987,203400,1.03561387066542,6.1593252108716,3.25492033739456
-118.41,34.3,28,2205,559,51668,187400,1.01788908765653,5.70125223613596,3.94454382826476
-118.42,34.32,30,1970,590,43409,156000,1.02372881355932,5.13050847457627,3.33898305084746
-118.44,34.31,14,3163,915,40301,154300,1.02841530054645,4.53661202185792,3.4568306010929
-118.44,34.31,22,2661,746,27472,160100,1.10187667560322,4.26541554959786,3.56702412868633
-118.44,34.3,38,1181,327,34000,155500,0.960244648318043,4.87767584097859,3.61162079510703
-118.45,34.31,9,820,323,40556,182500,1.10835913312693,5.38390092879257,2.53869969040248
-118.45,34.32,23,1952,682,42600,189400,0.939882697947214,5.10410557184751,2.86217008797654
-118.46,34.32,10,2917,1056,41514,194100,1.0530303030303,5.47064393939394,2.76231060606061
-118.45,34.31,28,977,275,44773,173100,1.04363636363636,5.57090909090909,3.55272727272727
-118.46,34.3,32,2291,419,40337,158500,1.13603818615752,5.78520286396181,5.46778042959427
-118.46,34.31,24,1460,598,42708,218200,1.00501672240803,4.88294314381271,2.44147157190635
-118.47,34.32,13,1468,521,48988,325200,0.994241842610365,5.11324376199616,2.81765834932822
-118.48,34.33,9,1697,402,60891,270100,0.982587064676617,5.93034825870647,4.22139303482587
-118.48,34.31,31,892,238,30000,172400,1.07563025210084,4.58403361344538,3.74789915966387
-118.47,34.3,16,2314,567,36736,192200,0.971781305114638,4.40035273368607,4.08112874779541
-118.46,34.29,24,3151,810,30526,183300,1.09876543209877,4.5283950617284,3.89012345679012
-118.47,34.29,18,3401,955,42935,190000,1.03350785340314,4.4565445026178,3.56125654450262
-118.49,34.29,26,1714,581,92873,431800,1.05163511187608,7.77280550774527,2.95008605851979
-118.49,34.28,27,1071,386,68695,319400,1.00777202072539,6.56735751295337,2.77461139896373
-118.49,34.28,31,1957,588,66458,285500,0.994897959183674,5.96598639455782,3.32823129251701
-118.49,34.31,25,357,147,70598,356300,0.986394557823129,6.96598639455782,2.42857142857143
-118.52,34.32,18,3189,955,81248,374000,1.02198952879581,7.85130890052356,3.33926701570681
-118.51,34.3,24,2710,875,75078,344000,0.992,7.02285714285714,3.09714285714286
-118.51,34.28,29,1890,631,63911,301700,1.03486529318542,6.71790808240887,2.99524564183835
-118.51,34.29,29,525,187,64171,319300,1.03743315508021,6.88235294117647,2.80748663101604
-118.52,34.29,28,868,312,77464,474600,1.02564102564103,7.28205128205128,2.78205128205128
-118.52,34.3,17,2144,597,88467,450700,1.04020100502513,7.60804020100502,3.59128978224456
-118.45,34.3,27,2661,623,43047,152100,1.04654895666132,4.29534510433387,4.27126805778491
-118.45,34.3,35,3988,906,34812,160200,1.01434878587196,4.50883002207506,4.40176600441501
-118.54,34.28,18,2477,764,67248,377200,1.02094240837696,7.17408376963351,3.24214659685864
-118.55,34.28,16,3468,1200,81125,428600,1.0325,7.39916666666667,2.89
-118.54,34.28,10,3517,998,108805,500001,1.00100200400802,7.68036072144289,3.52404809619238
-118.54,34.3,22,1995,582,82159,376200,1.06872852233677,7.59965635738832,3.42783505154639
-118.57,34.29,4,2907,1089,70808,341200,1.05693296602388,6.42332415059688,2.66942148760331
-118.45,34.28,38,1303,340,35714,152000,0.976470588235294,4.49117647058824,3.83235294117647
-118.46,34.28,23,1242,283,55931,217600,1.06713780918728,5.87632508833922,4.3886925795053
-118.47,34.27,33,881,289,51408,222900,0.913494809688581,5.3598615916955,3.04844290657439
-118.48,34.28,35,1128,341,53107,227100,1.0791788856305,6.25219941348974,3.30791788856305
-118.48,34.28,35,873,254,55608,226700,1.07874015748032,5.9488188976378,3.43700787401575
-118.47,34.27,17,523,270,27353,192400,1.04444444444444,5.34814814814815,1.93703703703704
-118.47,34.27,35,741,178,57410,220600,1.03932584269663,6.46067415730337,4.16292134831461
-118.48,34.27,34,702,222,49323,223700,1,5.54504504504505,3.16216216216216
-118.48,34.27,33,1303,437,49955,216800,1.02745995423341,6.06178489702517,2.98169336384439
-118.45,34.27,33,839,230,37050,185800,0.995652173913044,5.19130434782609,3.64782608695652
-118.45,34.27,35,1012,265,51296,195900,1.13207547169811,5.95849056603774,3.8188679245283
-118.46,34.27,30,1004,284,48015,179700,0.992957746478873,5.54929577464789,3.53521126760563
-118.46,34.27,28,1182,440,26193,172300,1.05227272727273,4.23863636363636,2.68636363636364
-118.44,34.27,36,1333,266,35347,158100,1.03383458646617,4.17669172932331,5.01127819548872
-118.44,34.27,29,1616,371,33603,142400,1.12938005390836,4.58490566037736,4.35579514824798
-118.45,34.26,35,992,315,48359,195600,0.987301587301587,5.47301587301587,3.14920634920635
-118.45,34.25,36,808,275,43839,204600,0.981818181818182,5.28363636363636,2.93818181818182
-118.45,34.26,35,894,302,41750,209600,0.993377483443709,5.4205298013245,2.96026490066225
-118.46,34.26,33,738,235,50947,210300,1.05106382978723,5.77872340425532,3.14042553191489
-118.46,34.26,36,761,262,49485,217100,0.969465648854962,5.3206106870229,2.90458015267176
-118.46,34.25,33,1135,407,42143,224200,1.06388206388206,5.41031941031941,2.78869778869779
-118.46,34.25,32,1064,427,36989,208600,0.988290398126464,5.192037470726,2.49180327868852
-118.47,34.26,34,650,291,38875,199200,0.993127147766323,4.46735395189003,2.23367697594502
-118.47,34.26,35,1123,347,55792,218400,0.99135446685879,5.46974063400576,3.23631123919308
-118.48,34.26,36,938,304,57490,238000,0.973684210526316,5.82236842105263,3.08552631578947
-118.49,34.26,27,1164,419,46591,239900,1.11694510739857,6.4964200477327,2.77804295942721
-118.47,34.25,34,1120,401,41492,195700,0.99501246882793,4.31920199501247,2.7930174563591
-118.48,34.25,36,1040,375,51619,195300,1.05333333333333,5.20266666666667,2.77333333333333
-118.48,34.25,35,795,268,49688,216900,1.02985074626866,5.38059701492537,2.96641791044776
-118.48,34.25,35,1074,337,51068,223300,0.99406528189911,5.53412462908012,3.18694362017804
-118.49,34.25,33,960,362,43333,232900,1.05801104972376,5.76795580110497,2.65193370165746
-118.49,34.27,34,2521,781,55714,225900,1.04353393085787,6.24455825864277,3.22791293213828
-118.49,34.27,33,1578,507,45800,236200,1.03944773175542,6.00986193293886,3.11242603550296
-118.5,34.27,35,1148,416,48690,221600,0.9375,5.37259615384615,2.75961538461538
-118.51,34.28,34,1694,524,54065,243800,1.07824427480916,6.83206106870229,3.23282442748092
-118.52,34.28,33,801,287,78193,379600,0.944250871080139,6.8815331010453,2.79094076655052
-118.51,34.27,34,1966,738,40550,222500,1.04471544715447,5.13143631436314,2.6639566395664
-118.51,34.27,36,1001,419,41042,252100,1.02386634844869,5.43198090692124,2.3890214797136
-118.52,34.27,36,1499,499,55649,271200,1.07815631262525,6.42084168336673,3.00400801603206
-118.53,34.27,32,948,314,53847,329200,0.949044585987261,6.14968152866242,3.01910828025478
-118.53,34.26,18,1590,550,81760,308400,1.04909090909091,6.68,2.89090909090909
-118.54,34.26,22,2372,807,56912,311800,1.03841387856258,6.57125154894672,2.93928128872367
-118.54,34.27,28,931,302,67415,348200,0.993377483443709,7.64569536423841,3.08278145695364
-118.53,34.27,33,896,293,56340,320500,1.04095563139932,6.57679180887372,3.0580204778157
-118.54,34.26,23,1929,586,109052,500001,1.01023890784983,8.4641638225256,3.29180887372014
-118.55,34.26,21,1508,529,82030,445400,1.01323251417769,7.59546313799622,2.85066162570888
-118.55,34.27,25,2183,625,81356,352800,1.0576,7.8704,3.4928
-118.5,34.26,33,1340,504,48316,237300,1.01190476190476,5.61706349206349,2.65873015873016
-118.52,34.26,21,4717,1979,37816,254200,1.08084891359272,4.47195553309752,2.38352703385548
-118.51,34.26,29,1109,397,55433,332500,0.891687657430731,6.22670025188917,2.79345088161209
-118.52,34.25,11,3561,1500,46625,290900,1.10933333333333,5.23266666666667,2.374
-118.49,34.26,25,4483,1747,35497,261300,1.07155123068117,4.80194619347453,2.5661133371494
-118.49,34.25,28,2164,746,50000,258000,0.954423592493298,5.4343163538874,2.90080428954424
-118.57,34.27,20,2795,872,96047,500001,0.969036697247706,8.46788990825688,3.2052752293578
-118.59,34.26,20,3562,1054,71670,357100,1.073055028463,7.72865275142315,3.37950664136622
-118.61,34.24,17,2337,882,60137,375900,1.01473922902494,6.12925170068027,2.64965986394558
-118.63,34.24,9,1884,915,48333,277200,1.00983606557377,5.20109289617486,2.05901639344262
-118.62,34.26,15,4178,1581,63249,262100,1.04554079696395,6.86907020872865,2.64263124604681
-118.6,34.26,18,3010,1034,56392,271500,1.03481624758221,5.95164410058027,2.9110251450677
-118.61,34.25,16,3903,1451,55111,276600,1.03790489317712,5.71674707098553,2.68986905582357
-118.63,34.22,18,670,205,65146,277600,1.09756097560976,6.71219512195122,3.26829268292683
-118.64,34.22,25,1166,439,68643,333700,0.933940774487471,6.29157175398633,2.65603644646925
-118.66,34.23,18,263,110,61288,350000,1.29090909090909,8.15454545454545,2.39090909090909
-118.61,34.23,26,1724,530,61419,327300,1.07924528301887,7.03207547169811,3.25283018867925
-118.61,34.22,24,2474,780,73252,333700,0.971794871794872,6.73846153846154,3.17179487179487
-118.6,34.23,19,5005,2194,32564,230300,1.07338195077484,4.04102096627165,2.28122151321787
-118.59,34.23,17,4459,1463,30347,254500,1.04237867395762,4.50580997949419,3.04784688995215
-118.56,34.25,31,697,242,85650,500001,1.00413223140496,8.10743801652893,2.8801652892562
-118.56,34.24,23,1208,378,81714,500001,0.957671957671958,7.88359788359788,3.1957671957672
-118.57,34.25,34,2239,778,56149,273100,1,6.55269922879177,2.87789203084833
-118.58,34.24,26,1529,590,32426,236900,1.09661016949153,5.48983050847458,2.59152542372881
-118.59,34.25,15,4992,2225,36231,193300,1.07280898876404,4.36674157303371,2.24359550561798
-118.57,34.25,20,1945,609,87471,419900,1,7.68308702791461,3.19376026272578
-118.58,34.25,23,2119,725,55210,280800,1.06068965517241,6.7351724137931,2.92275862068966
-118.56,34.23,36,1710,539,55126,248400,0.981447124304267,5.96474953617811,3.17254174397032
-118.56,34.23,36,1242,454,46944,221800,0.951541850220264,5.29955947136564,2.73568281938326
-118.57,34.23,22,1746,585,49676,221900,1.10769230769231,5.5982905982906,2.98461538461538
-118.58,34.23,29,2037,727,41023,230200,1.06327372764787,5.37414030261348,2.8019257221458
-118.59,34.23,14,2676,1128,34091,168800,1.0718085106383,3.90691489361702,2.37234042553191
-118.58,34.23,35,1019,340,48929,234900,0.923529411764706,5.63823529411765,2.99705882352941
-118.58,34.22,35,950,340,48750,230400,0.997058823529412,5.79117647058824,2.79411764705882
-118.59,34.22,17,3056,1347,40077,229000,1.08685968819599,4.46547884187082,2.26874536005939
-118.51,34.25,24,1514,549,88612,500001,1.01639344262295,7.9016393442623,2.75774134790528
-118.51,34.24,31,1986,657,86454,483500,1.01065449010654,8.06240487062405,3.02283105022831
-118.51,34.23,36,1190,423,72772,477200,1.05910165484634,7.85815602836879,2.81323877068558
-118.52,34.24,6,2295,876,30926,418500,1.08333333333333,3.67351598173516,2.61986301369863
-118.52,34.23,35,735,219,83841,472200,0.958904109589041,6.71689497716895,3.35616438356164
-118.53,34.25,20,2957,1509,33892,323100,1.01855533465871,4.19549370444003,1.95957587806494
-118.54,34.24,24,2360,1083,30977,264000,1.07479224376731,4.27608494921514,2.17913204062789
-118.53,34.24,24,3018,644,29076,275300,1.11645962732919,4.22049689440994,4.68633540372671
-118.54,34.23,35,1690,574,43750,232900,1.04703832752613,5.9616724738676,2.94425087108014
-118.53,34.23,27,1065,528,32404,230400,1.02840909090909,4.03598484848485,2.01704545454545
-118.54,34.25,26,1191,401,62788,322200,0.942643391521197,6.58104738154614,2.97007481296758
-118.55,34.24,21,2230,1016,43458,407500,1.06496062992126,5.66043307086614,2.19488188976378
-118.55,34.23,25,4579,1010,28727,245100,1.00792079207921,4.36534653465347,4.53366336633663
-118.51,34.23,27,2252,850,47926,454400,1.08,5.38823529411765,2.64941176470588
-118.52,34.22,21,2891,1031,32289,318100,1.06789524733269,4.47817652764306,2.80407371483996
-118.53,34.23,32,2675,941,30321,240000,1.04569606801275,4.29224229543039,2.84272051009564
-118.54,34.22,34,1299,497,36187,211600,1.03219315895372,4.41247484909457,2.61368209255533
-118.54,34.23,29,1318,333,41250,241400,1.02702702702703,5.26426426426426,3.95795795795796
-118.45,34.25,34,1207,380,52801,212300,1,5.51052631578947,3.17631578947368
-118.46,34.24,11,2783,1034,38583,170700,1.12185686653772,5.18665377176016,2.69148936170213
-118.47,34.25,21,1330,456,45417,238900,1.04605263157895,5.90350877192982,2.91666666666667
-118.47,34.24,19,1855,621,23111,255400,1.06441223832528,3.87278582930757,2.98711755233494
-118.48,34.24,32,1285,414,66537,267600,0.995169082125604,6.33091787439614,3.10386473429952
-118.49,34.25,30,1335,458,50232,253900,1.02620087336245,6.26855895196507,2.91484716157205
-118.49,34.24,35,1224,445,52939,244200,1.00224719101124,6.08314606741573,2.75056179775281
-118.49,34.24,34,917,307,60965,262300,1.02931596091205,6.42019543973941,2.98697068403909
-118.5,34.25,32,969,331,48164,241100,1.17522658610272,7.04833836858006,2.92749244712991
-118.5,34.25,32,1040,344,61550,257300,1.1046511627907,7.00872093023256,3.02325581395349
-118.5,34.24,34,1114,423,59401,315300,0.973995271867612,6.22695035460993,2.63356973995272
-118.5,34.23,26,1590,586,45167,319000,0.977815699658703,5.25938566552901,2.71331058020478
-118.49,34.23,32,2040,693,52668,242300,0.985569985569986,6.31024531024531,2.94372294372294
-118.49,34.22,30,899,288,50325,238200,1.09027777777778,6.09722222222222,3.12152777777778
-118.47,34.23,22,9135,2452,25008,160000,1.10807504078303,3.40538336052202,3.72553017944535
-118.48,34.23,35,919,297,47583,258600,1.04377104377104,6.60942760942761,3.09427609427609
-118.48,34.23,30,761,292,65268,273100,0.900684931506849,6.03424657534247,2.60616438356164
-118.48,34.23,29,1752,650,45484,239900,1.08769230769231,5.16,2.69538461538462
-118.46,34.23,20,5349,1377,27121,169400,1.08859840232389,3.34713144517066,3.88453159041394
-118.46,34.23,16,4718,1632,30187,154600,1.08333333333333,3.88357843137255,2.89093137254902
-118.43,34.25,38,1023,241,34514,151900,0.991701244813278,3.82157676348548,4.2448132780083
-118.42,34.24,36,775,218,47228,183800,1.00917431192661,5.41743119266055,3.55504587155963
-118.43,34.24,36,1221,296,40208,171400,1.05743243243243,5.02702702702703,4.125
-118.42,34.24,35,1025,286,45833,177200,0.982517482517482,5.26923076923077,3.58391608391608
-118.41,34.23,35,753,185,45909,179200,1.05405405405405,5.54594594594595,4.07027027027027
-118.41,34.24,38,402,100,31250,175900,1.01,4.9,4.02
-118.44,34.26,34,949,212,40792,165100,1,5.19811320754717,4.47641509433962
-118.44,34.26,28,1377,293,39167,153900,0.982935153583618,3.67576791808874,4.69965870307167
-118.43,34.25,32,2318,532,36384,159300,1.03947368421053,4.57330827067669,4.35714285714286
-118.44,34.26,34,433,83,55124,174300,0.72289156626506,3.91566265060241,5.21686746987952
-118.44,34.25,35,1481,351,37000,176000,0.923076923076923,4.50997150997151,4.21937321937322
-118.45,34.25,21,1803,497,39833,162500,1.13682092555332,4.31187122736419,3.62776659959759
-118.45,34.24,11,7096,2038,35082,136500,1.07605495583906,4.44210009813543,3.48184494602552
-118.45,34.23,15,4620,1581,23584,157600,1.11764705882353,3.62934851359899,2.92220113851992
-118.45,34.24,7,2343,647,30865,205900,1.22720247295209,5.09891808346213,3.62132921174652
-118.44,34.25,33,1038,236,48958,173700,0.978813559322034,4.75,4.39830508474576
-118.43,34.24,35,995,272,37143,178700,0.959558823529412,5.20588235294118,3.65808823529412
-118.43,34.24,35,1112,288,44688,182500,1.01736111111111,5.16666666666667,3.86111111111111
-118.44,34.24,36,1225,307,40950,184000,0.980456026058632,5.4071661237785,3.99022801302932
-118.44,34.24,35,1531,399,37250,178200,1.09022556390977,5.87468671679198,3.83709273182957
-118.42,34.23,33,1567,446,56629,186700,1.02466367713004,5.55605381165919,3.51345291479821
-118.42,34.22,29,1234,310,53767,233000,1.04193548387097,5.82903225806452,3.98064516129032
-118.43,34.23,35,1286,385,44432,181500,1.01298701298701,5.32207792207792,3.34025974025974
-118.43,34.24,36,896,246,46827,183800,1.07723577235772,5.60569105691057,3.64227642276423
-118.42,34.23,34,1011,288,45375,189000,0.96875,5.38194444444444,3.51041666666667
-118.43,34.23,35,720,231,34013,176500,0.987012987012987,5.3030303030303,3.11688311688312
-118.43,34.23,37,1061,356,39615,173700,1.03651685393258,4.87921348314607,2.98033707865169
-118.43,34.24,37,987,233,40057,172700,1.0343347639485,5.48927038626609,4.23605150214592
-118.44,34.23,36,1099,353,40368,183100,1.09631728045326,4.90084985835694,3.11331444759207
-118.43,34.22,34,1080,340,36600,184600,1.05882352941176,4.67058823529412,3.17647058823529
-118.44,34.22,41,664,223,38083,183800,0.959641255605381,4.61883408071749,2.97757847533632
-118.44,34.22,39,913,314,33250,178200,1.09554140127389,4.86942675159236,2.90764331210191
-118.44,34.23,43,1418,442,45278,181800,0.970588235294118,5.10633484162896,3.20814479638009
-118.46,34.22,35,2222,566,26299,170700,1.09010600706714,4.04240282685512,3.92579505300353
-118.46,34.22,39,998,309,39625,168200,1.07766990291262,4.85436893203883,3.22977346278317
-118.46,34.22,31,2397,579,28710,184400,1.03799654576857,3.55267702936097,4.13989637305699
-118.45,34.22,24,4625,1097,20699,183000,1.06472196900638,3.13764813126709,4.21604375569736
-118.45,34.23,25,3781,1267,25833,183700,1.08050513022889,3.4672454617206,2.98421468034728
-118.45,34.22,8,1803,695,27714,185700,1.13093525179856,3.75395683453237,2.59424460431655
-118.46,34.23,19,7307,2660,25850,145400,1.05789473684211,3.72255639097744,2.74699248120301
-118.44,34.22,36,718,248,34612,178800,1.07258064516129,4.80241935483871,2.89516129032258
-118.44,34.21,37,1011,343,48703,185100,0.97667638483965,4.85422740524781,2.94752186588921
-118.44,34.21,41,1014,322,28750,168600,1.00931677018634,4.47204968944099,3.14906832298137
-118.44,34.22,41,1159,378,28250,168600,1.05555555555556,4.18518518518519,3.06613756613757
-118.43,34.22,34,1447,455,42656,233700,0.942857142857143,5.05494505494505,3.18021978021978
-118.43,34.21,17,2636,1054,24250,175500,1.14705882352941,3.47912713472486,2.50094876660342
-118.43,34.22,36,774,306,36618,187300,0.964052287581699,4.48366013071895,2.52941176470588
-118.4,34.22,43,729,230,36442,186300,0.965217391304348,5.30434782608696,3.1695652173913
-118.4,34.21,30,1753,506,29803,191500,1.07509881422925,4.84782608695652,3.46442687747036
-118.41,34.21,35,1594,446,40167,193200,1.02914798206278,4.96636771300448,3.57399103139013
-118.4,34.21,45,554,187,48194,181300,0.967914438502674,5.19786096256685,2.96256684491979
-118.4,34.22,36,1556,491,36591,183800,1.09979633401222,5.20773930753564,3.16904276985743
-118.4,34.23,37,889,274,40049,190000,0.970802919708029,5.12408759124088,3.24452554744526
-118.38,34.25,38,513,170,48816,231500,1.08823529411765,5.78235294117647,3.01764705882353
-118.37,34.24,40,594,236,41121,229200,1.04237288135593,5.4364406779661,2.51694915254237
-118.37,34.23,32,1177,311,36000,164600,1.01929260450161,4.64308681672026,3.78456591639871
-118.37,34.22,17,1671,448,35521,151500,1.03348214285714,3.98883928571429,3.72991071428571
-118.38,34.24,38,63,29,13594,158300,1.44827586206897,4.31034482758621,2.17241379310345
-118.4,34.24,35,1850,503,47750,179500,1.08349900596421,5.07355864811133,3.6779324055666
-118.39,34.23,18,3001,795,30083,181900,1.04528301886792,4.28301886792453,3.7748427672956
-118.39,34.23,43,1184,320,21518,161600,0.934375,3.728125,3.7
-118.4,34.23,36,1414,337,41181,172700,1.03560830860534,4.87537091988131,4.19584569732938
-118.41,34.21,35,1577,524,53500,210500,0.988549618320611,5.40076335877863,3.00954198473282
-118.41,34.21,35,897,267,55920,239900,1.0936329588015,6.70037453183521,3.35955056179775
-118.39,34.22,40,533,155,36950,165200,0.961290322580645,4.59354838709677,3.43870967741935
-118.39,34.22,35,1277,345,50818,186800,0.968115942028986,5.18840579710145,3.70144927536232
-118.39,34.21,32,1516,432,36845,178500,1.02083333333333,4.32638888888889,3.50925925925926
-118.39,34.21,14,2729,803,26667,172400,1.08094645080946,3.49564134495641,3.39850560398506
-118.38,34.22,20,864,318,23750,177700,1.08176100628931,3.69811320754717,2.71698113207547
-118.38,34.21,35,1295,300,37708,170600,1.01,4.89333333333333,4.31666666666667
-118.38,34.21,33,1665,466,30833,179100,1.03862660944206,4.25107296137339,3.57296137339056
-118.42,34.22,34,1938,568,41857,198600,1.03697183098592,5.2887323943662,3.41197183098592
-118.42,34.21,29,1636,540,51586,237400,1.00555555555556,5.35740740740741,3.02962962962963
-118.42,34.2,34,66,33,10000,187500,1.45454545454545,4.87878787878788,2
-118.42,34.23,34,1064,274,56687,207300,1.01459854014599,5.58759124087591,3.88321167883212
-118.37,34.21,36,1181,303,31563,176400,1.07590759075908,4.59405940594059,3.8976897689769
-118.37,34.21,36,1939,484,42875,176600,0.940082644628099,4.29752066115702,4.00619834710744
-118.37,34.21,34,2164,484,37143,175700,1.15289256198347,4.69421487603306,4.47107438016529
-118.37,34.22,11,1989,530,29028,174100,1.09622641509434,4.01320754716981,3.75283018867925
-118.38,34.22,32,348,102,22679,150000,0.980392156862745,3.54901960784314,3.41176470588235
-118.36,34.23,15,1994,670,28333,183200,1.10746268656716,3.7089552238806,2.97611940298507
-118.36,34.22,37,1545,351,37663,160300,0.991452991452991,4.30769230769231,4.4017094017094
-118.35,34.22,41,1668,389,30250,154300,0.961439588688946,4.01028277634961,4.2879177377892
-118.36,34.21,41,198,50,18929,152900,1.3,6.74,3.96
-118.38,34.21,42,730,158,38000,169500,0.917721518987342,4.5253164556962,4.62025316455696
-118.38,34.2,23,3911,1068,30125,181700,1.09644194756554,3.87453183520599,3.66198501872659
-118.39,34.2,17,3950,973,20348,177200,1.05652620760534,2.66598150051387,4.05960945529291
-118.37,34.21,33,1990,423,37455,159600,1.11111111111111,4.80851063829787,4.70449172576832
